Product Name,Factory,Region,Ship Mode,Sales,Units,Cost,Gross Profit,distance
13,0,0,3,10.8,3,3.3,7.5,2029.961989837941
11,0,1,0,3.49,1,1.0,2.49,1295.2764679692775
10,4,2,2,22.75,7,7.98,14.77,948.197779548434
11,0,3,3,3.49,1,1.0,2.49,545.5075532968295
10,4,2,3,3.25,1,1.14,2.11,948.197779548434
10,4,0,3,3.25,1,1.14,2.11,556.7755484078125
10,4,0,3,16.25,5,5.7,10.55,556.7755484078125
12,4,3,3,3.75,1,1.3,2.45,2223.52794771853
11,0,0,3,10.47,3,3.0,7.47,2029.961989837941
11,0,2,3,13.96,4,4.0,9.96,1050.6508651618717
9,0,3,3,14.4,4,4.8,9.6,545.5075532968295
11,0,0,3,24.43,7,7.0,17.43,2029.961989837941
13,0,3,1,10.8,3,3.3,7.5,545.5075532968295
11,0,2,0,17.45,5,5.0,12.45,1050.6508651618717
13,0,0,3,7.2,2,2.2,5.0,2029.961989837941
9,0,2,3,7.2,2,2.4,4.8,1050.6508651618717
10,4,0,3,9.75,3,3.42,6.33,556.7755484078125
12,4,0,2,11.25,3,3.9,7.35,556.7755484078125
13,0,0,3,46.8,13,14.3,32.5,2029.961989837941
14,1,0,3,2.5,2,1.2,1.3,785.2031667840515
12,4,1,3,7.5,2,2.6,4.9,546.1554620265517
11,0,3,0,6.98,2,2.0,4.98,545.5075532968295
11,0,3,3,24.43,7,7.0,17.43,545.5075532968295
11,0,0,3,17.45,5,5.0,12.45,2029.961989837941
12,4,0,3,15.0,4,5.2,9.8,556.7755484078125
12,4,0,3,11.25,3,3.9,7.35,556.7755484078125
10,4,3,3,13.0,4,4.56,8.44,2223.52794771853
12,4,0,1,26.25,7,9.1,17.15,556.7755484078125
12,4,0,3,18.75,5,6.5,12.25,556.7755484078125
13,0,3,2,10.8,3,3.3,7.5,545.5075532968295
10,4,3,3,3.25,1,1.14,2.11,2223.52794771853
11,0,1,3,6.98,2,2.0,4.98,1295.2764679692775
9,0,1,3,32.4,9,10.8,21.6,1295.2764679692775
13,0,3,3,7.2,2,2.2,5.0,545.5075532968295
9,0,1,3,18.0,5,6.0,12.0,1295.2764679692775
11,0,2,2,13.96,4,4.0,9.96,1050.6508651618717
10,4,0,0,6.5,2,2.28,4.22,556.7755484078125
11,0,2,3,6.98,2,2.0,4.98,1050.6508651618717
11,0,3,2,6.98,2,2.0,4.98,545.5075532968295
13,0,3,0,7.2,2,2.2,5.0,545.5075532968295
11,0,0,3,13.96,4,4.0,9.96,2029.961989837941
11,0,1,2,17.45,5,5.0,12.45,1295.2764679692775
11,0,3,3,13.96,4,4.0,9.96,545.5075532968295
11,0,2,3,3.49,1,1.0,2.49,1050.6508651618717
13,0,0,2,7.2,2,2.2,5.0,2029.961989837941
11,0,0,0,13.96,4,4.0,9.96,2029.961989837941
12,4,3,2,7.5,2,2.6,4.9,2223.52794771853
10,4,0,3,13.0,4,4.56,8.44,556.7755484078125
9,0,0,0,7.2,2,2.4,4.8,2029.961989837941
11,0,0,3,13.96,4,4.0,9.96,2029.961989837941
13,0,3,3,7.2,2,2.2,5.0,545.5075532968295
11,0,0,3,24.43,7,7.0,17.43,2029.961989837941
12,4,1,3,22.5,6,7.8,14.7,546.1554620265517
9,0,0,3,10.8,3,3.6,7.2,2029.961989837941
10,4,0,3,9.75,3,3.42,6.33,556.7755484078125
12,4,0,3,15.0,4,5.2,9.8,556.7755484078125
13,0,3,3,25.2,7,7.7,17.5,545.5075532968295
9,0,0,0,7.2,2,2.4,4.8,2029.961989837941
11,0,0,2,17.45,5,5.0,12.45,2029.961989837941
10,4,2,3,6.5,2,2.28,4.22,948.197779548434
9,0,0,2,7.2,2,2.4,4.8,2029.961989837941
10,4,1,2,22.75,7,7.98,14.77,546.1554620265517
11,0,0,3,6.98,2,2.0,4.98,2029.961989837941
12,4,2,2,18.75,5,6.5,12.25,948.197779548434
11,0,2,2,10.47,3,3.0,7.47,1050.6508651618717
9,0,3,3,10.8,3,3.6,7.2,545.5075532968295
10,4,3,3,6.5,2,2.28,4.22,2223.52794771853
13,0,0,3,7.2,2,2.2,5.0,2029.961989837941
9,0,0,3,7.2,2,2.4,4.8,2029.961989837941
9,0,2,3,14.4,4,4.8,9.6,1050.6508651618717
13,0,0,0,10.8,3,3.3,7.5,2029.961989837941
10,4,3,3,9.75,3,3.42,6.33,2223.52794771853
13,0,3,3,25.2,7,7.7,17.5,545.5075532968295
11,0,1,3,10.47,3,3.0,7.47,1295.2764679692775
10,4,2,3,6.5,2,2.28,4.22,948.197779548434
13,0,0,3,32.4,9,9.9,22.5,2029.961989837941
9,0,0,3,10.8,3,3.6,7.2,2029.961989837941
10,4,0,1,9.75,3,3.42,6.33,556.7755484078125
13,0,0,3,10.8,3,3.3,7.5,2029.961989837941
12,4,1,2,18.75,5,6.5,12.25,546.1554620265517
13,0,2,3,18.0,5,5.5,12.5,1050.6508651618717
10,4,2,3,9.75,3,3.42,6.33,948.197779548434
13,0,3,3,25.2,7,7.7,17.5,545.5075532968295
9,0,2,3,7.2,2,2.4,4.8,1050.6508651618717
10,4,0,3,13.0,4,4.56,8.44,556.7755484078125
12,4,3,1,7.5,2,2.6,4.9,2223.52794771853
10,4,0,3,29.25,9,10.26,18.99,556.7755484078125
13,0,3,3,3.6,1,1.1,2.5,545.5075532968295
9,0,0,3,25.2,7,8.4,16.8,2029.961989837941
13,0,1,3,18.0,5,5.5,12.5,1295.2764679692775
12,4,2,3,15.0,4,5.2,9.8,948.197779548434
11,0,2,3,10.47,3,3.0,7.47,1050.6508651618717
13,0,0,0,32.4,9,9.9,22.5,2029.961989837941
13,0,2,3,21.6,6,6.6,15.0,1050.6508651618717
12,4,2,3,26.25,7,9.1,17.15,948.197779548434
13,0,3,1,7.2,2,2.2,5.0,545.5075532968295
11,0,3,2,24.43,7,7.0,17.43,545.5075532968295
10,4,0,3,6.5,2,2.28,4.22,556.7755484078125
10,4,2,0,6.5,2,2.28,4.22,948.197779548434
12,4,3,2,37.5,10,13.0,24.5,2223.52794771853
9,0,0,3,25.2,7,8.4,16.8,2029.961989837941
12,4,3,3,3.75,1,1.3,2.45,2223.52794771853
11,0,0,3,6.98,2,2.0,4.98,2029.961989837941
11,0,0,3,10.47,3,3.0,7.47,2029.961989837941
11,0,2,3,24.43,7,7.0,17.43,1050.6508651618717
13,0,0,3,14.4,4,4.4,10.0,2029.961989837941
12,4,0,3,7.5,2,2.6,4.9,556.7755484078125
11,0,1,2,10.47,3,3.0,7.47,1295.2764679692775
7,2,0,3,1.5,1,0.8,0.7,1184.483294900602
9,0,0,0,14.4,4,4.8,9.6,2029.961989837941
12,4,0,3,18.75,5,6.5,12.25,556.7755484078125
13,0,0,2,10.8,3,3.3,7.5,2029.961989837941
12,4,1,3,26.25,7,9.1,17.15,546.1554620265517
11,0,0,3,6.98,2,2.0,4.98,2029.961989837941
12,4,0,3,33.75,9,11.7,22.05,556.7755484078125
10,4,0,0,9.75,3,3.42,6.33,556.7755484078125
9,0,2,3,18.0,5,6.0,12.0,1050.6508651618717
11,0,3,3,20.94,6,6.0,14.94,545.5075532968295
9,0,3,3,7.2,2,2.4,4.8,545.5075532968295
12,4,0,2,3.75,1,1.3,2.45,556.7755484078125
10,4,0,3,9.75,3,3.42,6.33,556.7755484078125
10,4,3,3,29.25,9,10.26,18.99,2223.52794771853
11,0,0,3,17.45,5,5.0,12.45,2029.961989837941
10,4,1,3,9.75,3,3.42,6.33,546.1554620265517
9,0,2,2,14.4,4,4.8,9.6,1050.6508651618717
10,4,1,3,26.0,8,9.12,16.88,546.1554620265517
11,0,1,3,6.98,2,2.0,4.98,1295.2764679692775
13,0,2,3,10.8,3,3.3,7.5,1050.6508651618717
12,4,2,2,11.25,3,3.9,7.35,948.197779548434
13,0,2,3,3.6,1,1.1,2.5,1050.6508651618717
10,4,2,3,29.25,9,10.26,18.99,948.197779548434
11,0,2,1,6.98,2,2.0,4.98,1050.6508651618717
12,4,0,2,18.75,5,6.5,12.25,556.7755484078125
14,1,1,0,10.0,8,4.8,5.2,790.9446495223258
11,0,0,0,6.98,2,2.0,4.98,2029.961989837941
10,4,1,3,16.25,5,5.7,10.55,546.1554620265517
11,0,3,2,27.92,8,8.0,19.92,545.5075532968295
11,0,3,3,17.45,5,5.0,12.45,545.5075532968295
12,4,0,2,7.5,2,2.6,4.9,556.7755484078125
10,4,2,3,13.0,4,4.56,8.44,948.197779548434
12,4,3,3,18.75,5,6.5,12.25,2223.52794771853
10,4,3,3,16.25,5,5.7,10.55,2223.52794771853
9,0,1,1,10.8,3,3.6,7.2,1295.2764679692775
9,0,1,3,10.8,3,3.6,7.2,1295.2764679692775
12,4,0,2,11.25,3,3.9,7.35,556.7755484078125
9,0,0,3,10.8,3,3.6,7.2,2029.961989837941
12,4,1,3,45.0,12,15.6,29.4,546.1554620265517
10,4,0,3,22.75,7,7.98,14.77,556.7755484078125
13,0,2,2,10.8,3,3.3,7.5,1050.6508651618717
10,4,2,2,6.5,2,2.28,4.22,948.197779548434
10,4,3,3,9.75,3,3.42,6.33,2223.52794771853
13,0,1,0,18.0,5,5.5,12.5,1295.2764679692775
11,0,0,3,6.98,2,2.0,4.98,2029.961989837941
11,0,2,3,17.45,5,5.0,12.45,1050.6508651618717
13,0,0,3,21.6,6,6.6,15.0,2029.961989837941
13,0,3,2,3.6,1,1.1,2.5,545.5075532968295
13,0,3,3,10.8,3,3.3,7.5,545.5075532968295
12,4,2,3,22.5,6,7.8,14.7,948.197779548434
9,0,3,2,14.4,4,4.8,9.6,545.5075532968295
11,0,0,0,20.94,6,6.0,14.94,2029.961989837941
13,0,2,3,14.4,4,4.4,10.0,1050.6508651618717
12,4,2,3,11.25,3,3.9,7.35,948.197779548434
9,0,2,1,7.2,2,2.4,4.8,1050.6508651618717
11,0,3,0,10.47,3,3.0,7.47,545.5075532968295
12,4,2,3,7.5,2,2.6,4.9,948.197779548434
10,4,2,2,6.5,2,2.28,4.22,948.197779548434
12,4,0,3,15.0,4,5.2,9.8,556.7755484078125
12,4,3,1,11.25,3,3.9,7.35,2223.52794771853
11,0,0,3,24.43,7,7.0,17.43,2029.961989837941
11,0,3,3,17.45,5,5.0,12.45,545.5075532968295
10,4,2,0,3.25,1,1.14,2.11,948.197779548434
9,0,3,3,10.8,3,3.6,7.2,545.5075532968295
14,1,0,0,2.5,2,1.2,1.3,785.2031667840515
12,4,1,2,11.25,3,3.9,7.35,546.1554620265517
9,0,0,3,7.2,2,2.4,4.8,2029.961989837941
13,0,0,3,10.8,3,3.3,7.5,2029.961989837941
13,0,0,3,7.2,2,2.2,5.0,2029.961989837941
13,0,3,3,14.4,4,4.4,10.0,545.5075532968295
10,4,0,3,22.75,7,7.98,14.77,556.7755484078125
10,4,1,2,19.5,6,6.84,12.66,546.1554620265517
10,4,3,3,19.5,6,6.84,12.66,2223.52794771853
13,0,1,3,18.0,5,5.5,12.5,1295.2764679692775
10,4,3,3,6.5,2,2.28,4.22,2223.52794771853
12,4,2,2,7.5,2,2.6,4.9,948.197779548434
12,4,1,3,11.25,3,3.9,7.35,546.1554620265517
11,0,3,3,20.94,6,6.0,14.94,545.5075532968295
12,4,0,2,11.25,3,3.9,7.35,556.7755484078125
10,4,1,2,9.75,3,3.42,6.33,546.1554620265517
9,0,2,3,7.2,2,2.4,4.8,1050.6508651618717
12,4,0,3,7.5,2,2.6,4.9,556.7755484078125
9,0,2,3,18.0,5,6.0,12.0,1050.6508651618717
9,0,0,3,3.6,1,1.2,2.4,2029.961989837941
11,0,2,2,20.94,6,6.0,14.94,1050.6508651618717
12,4,0,0,11.25,3,3.9,7.35,556.7755484078125
11,0,3,0,10.47,3,3.0,7.47,545.5075532968295
11,0,0,3,6.98,2,2.0,4.98,2029.961989837941
13,0,1,3,10.8,3,3.3,7.5,1295.2764679692775
12,4,3,0,15.0,4,5.2,9.8,2223.52794771853
10,4,3,3,6.5,2,2.28,4.22,2223.52794771853
10,4,0,2,9.75,3,3.42,6.33,556.7755484078125
13,0,3,0,7.2,2,2.2,5.0,545.5075532968295
10,4,2,3,3.25,1,1.14,2.11,948.197779548434
11,0,0,0,13.96,4,4.0,9.96,2029.961989837941
10,4,3,3,26.0,8,9.12,16.88,2223.52794771853
12,4,3,2,33.75,9,11.7,22.05,2223.52794771853
10,4,1,0,9.75,3,3.42,6.33,546.1554620265517
9,0,2,0,18.0,5,6.0,12.0,1050.6508651618717
12,4,2,2,15.0,4,5.2,9.8,948.197779548434
12,4,2,0,11.25,3,3.9,7.35,948.197779548434
9,0,0,2,21.6,6,7.2,14.4,2029.961989837941
12,4,0,2,11.25,3,3.9,7.35,556.7755484078125
12,4,3,3,11.25,3,3.9,7.35,2223.52794771853
9,0,3,3,7.2,2,2.4,4.8,545.5075532968295
10,4,3,3,26.0,8,9.12,16.88,2223.52794771853
11,0,1,3,6.98,2,2.0,4.98,1295.2764679692775
13,0,2,0,7.2,2,2.2,5.0,1050.6508651618717
12,4,3,3,7.5,2,2.6,4.9,2223.52794771853
9,0,0,2,10.8,3,3.6,7.2,2029.961989837941
10,4,3,3,13.0,4,4.56,8.44,2223.52794771853
12,4,3,2,7.5,2,2.6,4.9,2223.52794771853
10,4,1,3,6.5,2,2.28,4.22,546.1554620265517
10,4,0,3,3.25,1,1.14,2.11,556.7755484078125
10,4,2,3,9.75,3,3.42,6.33,948.197779548434
11,0,3,0,13.96,4,4.0,9.96,545.5075532968295
12,4,0,2,15.0,4,5.2,9.8,556.7755484078125
10,4,3,3,6.5,2,2.28,4.22,2223.52794771853
13,0,1,0,36.0,10,11.0,25.0,1295.2764679692775
9,0,3,3,14.4,4,4.8,9.6,545.5075532968295
9,0,0,0,32.4,9,10.8,21.6,2029.961989837941
11,0,3,3,20.94,6,6.0,14.94,545.5075532968295
12,4,2,3,11.25,3,3.9,7.35,948.197779548434
9,0,0,3,3.6,1,1.2,2.4,2029.961989837941
12,4,3,2,7.5,2,2.6,4.9,2223.52794771853
11,0,3,3,3.49,1,1.0,2.49,545.5075532968295
13,0,0,2,7.2,2,2.2,5.0,2029.961989837941
9,0,1,3,7.2,2,2.4,4.8,1295.2764679692775
10,4,0,3,9.75,3,3.42,6.33,556.7755484078125
12,4,3,3,11.25,3,3.9,7.35,2223.52794771853
13,0,0,3,7.2,2,2.2,5.0,2029.961989837941
11,0,2,2,20.94,6,6.0,14.94,1050.6508651618717
12,4,2,3,3.75,1,1.3,2.45,948.197779548434
10,4,1,3,19.5,6,6.84,12.66,546.1554620265517
11,0,0,3,6.98,2,2.0,4.98,2029.961989837941
12,4,2,1,15.0,4,5.2,9.8,948.197779548434
11,0,3,0,24.43,7,7.0,17.43,545.5075532968295
11,0,2,3,6.98,2,2.0,4.98,1050.6508651618717
9,0,3,2,43.2,12,14.4,28.8,545.5075532968295
13,0,3,0,7.2,2,2.2,5.0,545.5075532968295
10,4,3,3,22.75,7,7.98,14.77,2223.52794771853
9,0,0,0,10.8,3,3.6,7.2,2029.961989837941
11,0,2,1,10.47,3,3.0,7.47,1050.6508651618717
10,4,2,3,9.75,3,3.42,6.33,948.197779548434
13,0,3,2,7.2,2,2.2,5.0,545.5075532968295
13,0,0,3,10.8,3,3.3,7.5,2029.961989837941
10,4,3,3,22.75,7,7.98,14.77,2223.52794771853
10,4,0,3,6.5,2,2.28,4.22,556.7755484078125
8,2,2,3,6.0,4,3.2,2.8,563.6233919230239
10,4,3,3,16.25,5,5.7,10.55,2223.52794771853
13,0,0,3,7.2,2,2.2,5.0,2029.961989837941
9,0,2,3,21.6,6,7.2,14.4,1050.6508651618717
10,4,1,2,9.75,3,3.42,6.33,546.1554620265517
10,4,2,2,6.5,2,2.28,4.22,948.197779548434
13,0,3,3,10.8,3,3.3,7.5,545.5075532968295
10,4,2,3,3.25,1,1.14,2.11,948.197779548434
12,4,2,2,11.25,3,3.9,7.35,948.197779548434
10,4,2,3,13.0,4,4.56,8.44,948.197779548434
10,4,3,2,32.5,10,11.4,21.1,2223.52794771853
12,4,3,3,15.0,4,5.2,9.8,2223.52794771853
9,0,0,3,7.2,2,2.4,4.8,2029.961989837941
10,4,2,3,9.75,3,3.42,6.33,948.197779548434
9,0,3,3,39.6,11,13.2,26.4,545.5075532968295
11,0,0,3,13.96,4,4.0,9.96,2029.961989837941
10,4,3,2,26.0,8,9.12,16.88,2223.52794771853
13,0,1,2,28.8,8,8.8,20.0,1295.2764679692775
10,4,2,3,9.75,3,3.42,6.33,948.197779548434
10,4,0,3,9.75,3,3.42,6.33,556.7755484078125
13,0,1,0,10.8,3,3.3,7.5,1295.2764679692775
